product_id,category,mismatch,confidence,reason,asin,amazon_url,rakuten_url,amazon_title,rakuten_title
4630,bibs,OTHER,high,"Both are from タオル美術館 Moomin フルーツミックス series, but Amazon is 'スタイB' (round shape, snap-button neck closure, all-over fluffy towel) while Rakuten is 'スタイA' (different silhouette with ruched elastic neck trim). These are distinct SKUs within the same product line, not the same item.",B0CY6W6DRC,https://www.amazon.co.jp/dp/B0CY6W6DRC,"https://item.rakuten.co.jp/velkommen/tbk-394145/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[ムーミン] タオル美術館 フルーツミックス スタイB 47-7027181 B","無撚糸スタイA ベビービブ ムーミン フルーツミックス ブルー 北欧 タオル美術館 プレゼント かわいい"
4632,bibs,BRAND,high,"Amazon is a DDUDDI DDUDDI branded plain grey 8-layer gauze traditional-shape snap bib (single item). Rakuten is an unbranded generic set of 4 flower-shaped 360° rotating bibs with fruit/geometric prints. Different brand, different shape/type.",B0GVZGBCG2,https://www.amazon.co.jp/dp/B0GVZGBCG2,"https://item.rakuten.co.jp/komorebizakka/zzy0262645/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[DDUDDI DDUDDI] ベビー 8重ガーゼ スタイ 綿100% 贅沢なボリューム 高吸水 通気性 よだれかけ ふわふわ 赤ちゃん 出産祝い ギフト (GREY)","【送料無料】新生児 女の子 男の子 キッズ スタイ ビブ よだれかけ 赤ちゃん ベビー スタイ 8重ガーゼ 綿100% 360度 可愛い スタイ 花形"
4646,bibs,TYPE,high,"Amazon is the Tiny Twinkle standard EasyBib 3-pack (Cars/Flags/solid sage, plain edges, TT-EB3-P15). Rakuten shows a Tiny Twinkle bib with ruffle/frilled sleeve edges (Unicorn/Burgundy/Rainbow) — a different product type (ruffle bib vs standard easy bib). Different design line and different colorway.",B0FY6K726X,https://www.amazon.co.jp/dp/B0FY6K726X,"https://item.rakuten.co.jp/natural-living/u464692/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[Tiny Twinkle] [タイニートゥインクル] イージービブ3枚セット 【日本正規品】 6～24ヵ月 畳めるスナップボタン付き 食事用エプロン 離乳食エプロン 保育園エプロン 防水 洗濯機OK TT-EB3-P15 Cars/Flags/2635C","【メール便OK】 タイニートゥインクル イージービブ 3パック ユニコーン/バーガンディ/レインボー エプロン 3枚セット Unicorn/Burgundy/Rainbow Twinkle お食事エプロン 6ヵ月"
4650,baby_food,BRAND,high,"Amazon is a GoUseGo branded long-sleeve waterproof smock with a dinosaur print and front pocket. Rakuten is an unbranded generic solid-color long-sleeve smock (navy/teal/pink/yellow). Different brands with no visual link between them.",B0BZS2MTJZ,https://www.amazon.co.jp/dp/B0BZS2MTJZ,"https://item.rakuten.co.jp/arrebolshop/syy7340121/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[GoUseGo] お食事エプロン 長袖 ベビー 食事用エプロン 男の子 5ヶ月～5歳 洗える 袖付き 離乳食エプロン 防水 食事スタイ 赤ちゃん エプロン 幼児 スモック 子供 キッズ 保育園 幼稚園 入園準備","【送料無料】お食事エプロン スモック 防水 キッズ 幼児 ベビー 離乳食エプロン 防水エプロン 赤ちゃん 長袖スモック 女の子 男の子"
4702,bibs,BUNDLE_CONTENTS,high,"Both are Copper Pearl bandana bib 4-packs, but they are different named colorway sets: Amazon = 'Jackson' (orange stripe, blue, gray, dark green) and Rakuten = 'Pacific' (mint triangles, beige sailboats, orange herringbone, teal sharks). These are distinctly different sets sold separately with different SKUs — the bundle contents differ.",B01ITXDJEI,https://www.amazon.co.jp/dp/B01ITXDJEI,"https://item.rakuten.co.jp/rcmdse/vi-797337550284/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[コッパーパール] スタイ よだれかけ 男の子 女の子 防水 赤ちゃん 米国発/バンダナ ビブ 4枚セット ジャクソン","Copper Pearl コッパーパール バンダナビブ 4枚セット パシフィック 4枚 生後0ヵ月〜3歳頃【送料無料】"
4703,baby_food,TYPE,high,"Amazon (kalavika) is a long-sleeve waterproof smock with a Peter Pan collar, sold as a 2-pack. Rakuten is a short butterfly-wing style sleeveless food bib — a completely different product type with no sleeves.",B0BC8CQ1GM,https://www.amazon.co.jp/dp/B0BC8CQ1GM,"https://item.rakuten.co.jp/marbeine/dxy22030803/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[kalavika] お食事エプロン 長袖 食事スタイ 洗える 離乳食 エプロン 袖付き 赤ちゃん 女の子 男の子 ベビー スモック 防水 子供 食事用エプロン 0歳 1歳 2歳 3歳 4歳 5歳 保育園 入園準備 出産祝い","お食事エプロン お食事スタイ 柔らかい 離乳食 ベビー エプロン 北欧 赤ちゃん スタイ 女の子 男の子 ベビービブ ポケット付き 幼児 子供 保育園 入園準備 食事用エプロン 出産祝い 送料無料 楽天海外通販"
4721,bibs,BRAND,high,"Amazon is QIKEJI branded 5-pack of solid-color flower-petal 360° gauze bibs. Rakuten is a single unbranded flower-petal bib with a detailed illustrated squirrel/butterfly print. Different brands and no visible brand identity overlap.",B0DLKS13MN,https://www.amazon.co.jp/dp/B0DLKS13MN,"https://item.rakuten.co.jp/remake-buddy/hpd3xkkxh2onjnwrzwe225epju-rmb/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[QIKEJI] よだれかけ 女の子 男の子用 綿100% スタイ 花びら型 柔らかい 防水 ガーゼ 360度回転エプロン かわいいデザイン 吸水性 ベビースタイ ベビーバス 幼稚園用 (5枚セット)","ベビー 口水巾 花びら デザイン 綿100% 防水 防汚 360度 口周りガード 新生児 赤ちゃん 男女兼用 男の子 女の子 手描き 柄 北欧風 森 物語 柑橘 兎 熊猫 鹿 柔らかい 肌触り 日常使い 外出時"
4737,bibs,BUNDLE_CONTENTS,high,"Both are aden+anais 3-pack snap bibs but different themed sets: Amazon = 'Safari' (elephant, giraffe, tiger patterns as confirmed by image and title), Rakuten = 'Year of the Snake / イヤーオブザスネーク' (zodiac snake-year design). The designs and SKUs are different; bundle contents differ.",B07B456M6H,https://www.amazon.co.jp/dp/B07B456M6H,"https://item.rakuten.co.jp/adenandanais/asnc30024_name/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","aden + anais エイデンアンドアネイ スナップ付きよだれかけ サファリ 3枚セット モスリンコットン 洗える 赤ちゃん用 BBADAEJ735","《無料 お名前刺繍》 エイデンアンドアネイ公式 スタイ 名入れ ビブ 3枚 セット よだれかけ ガーゼ お食事 赤ちゃん 干支 辰年 たつ 令和6年 aden+anais スナップビブ イヤーオブザスネーク asnc30024"
4739,baby_food,BRAND,high,"Amazon is a kalavika branded minimalist leaf-print long-sleeve smock with a front pocket. Rakuten is an unbranded frilly-shoulder long-sleeve food apron in cherry/polka-dot prints — different brand and distinct design style.",B09QSHYJW4,https://www.amazon.co.jp/dp/B09QSHYJW4,"https://item.rakuten.co.jp/toyofleet/qxb0928386838db/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[kalavika] お食事エプロン ベビー 長袖 食事スタイ 袖付き 離乳食 エプロン 赤ちゃん 食事用エプロン 防水 スモック 子供 キッズ 女の子 男の子 0歳 1歳 2歳 3歳 4歳 5歳 保育園 入園準備 出産祝い","お食事エプロン 長袖 ベビー 離乳食 袖付きエプロン 北欧 女の子 男の子 赤ちゃん お食事スタイ 6ヶ月〜2歳 幼児 食事スモック"
4791,bibs,BRAND,high,"Amazon is 'Little Dimsum' branded long-sleeve waterproof smock bib (2-pack, leaf/botanical print). Rakuten image shows a different unbranded product with pumpkin/cartoon prints on a rack — different brand, different design, no OEM identity evidence.",B0D1BPCWD4,https://www.amazon.co.jp/dp/B0D1BPCWD4,"https://item.rakuten.co.jp/nikonikomart-1/a033107254bb1/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[Little Dimsum] 長袖エプロン お食事ベビーエプロン 防水ポケット付き 軽量 速乾 子供 保育園 幼稚園6-36ヶ月(2枚セット)（木の葉）","スモック 女の子 6ヶ月〜36ヶ月 子供 お食事スタイ 長袖 ベビー 保育園 食べこぼし 赤ちゃん 食事用エプロン お食事エプロン 軽量 防水 男の子 ビブ ポケット付き"
4825,bibs,BRAND,high,"Amazon is Copper Pearl bandana bib 4-pack (Lennon, neutral grey tones, Copper Pearl logo visible). Rakuten image shows a generic 'baby's bib' 2-pack with snap closures in solid bright colors (red/orange/grey/pink) — not Copper Pearl product. Different brand and product design entirely.",B083L99J87,https://www.amazon.co.jp/dp/B083L99J87,"https://item.rakuten.co.jp/smartplus/zz-26041961607/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[コッパーパール] スタイ よだれかけ 男の子 女の子 防水 赤ちゃん 米国発/バンダナ ビブ 4枚セット レノン","よだれかけ 裏防水 男の子 コッパーパール 女の子 バンダナ ビブ 2枚セット ブランド おしゃれ 出産祝い スタイセット ベビースタイ セット 可愛い 贈り物 吸水力 子供 速乾 ベビー 赤ちゃん"
4826,bibs,BRAND,high,"Amazon is 'Little Dimsum' branded long-sleeve smock bib (1-pack, beach/ocean print). Rakuten shows a generic unbranded 2-pack with animal/panda/cat prints. Different brand with no OEM identity evidence.",B0FSS565PY,https://www.amazon.co.jp/dp/B0FSS565PY,"https://item.rakuten.co.jp/marbeine/dxy22011001/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[Little Dimsum] お食事エプロン 離乳食エプロン 長袖 防水 ポケット付き 軽量速乾 保育園 幼稚園用 男の子 女の子 6-36ヶ月","送料無料 お食事エプロン 2枚セット ベビー ビブ 6ヶ月〜36ヶ月 赤ちゃん お食事スタイ 長袖 防水 軽量 ポケット付き スモック 保育園 食事用エプロン 子供 女の子 男の子"
4856,baby_food,BRAND,high,"Amazon is 'Poksun' branded disposable bibs 60-pack (fish print, Poksun box). Rakuten shows 'Blabla Kids' branded disposable bibs (fruit/animal prints). Different brands — Poksun vs Blabla Kids.",B08R83NDRH,https://www.amazon.co.jp/dp/B08R83NDRH,"https://item.rakuten.co.jp/fujifujistore/bcbc-2512437/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[Poksun] 使い捨て エプロン お食事エプロン 携帯用 よだれ掛け ビブ 離乳食 防水加工 ３重防水 お出かけ おしゃれ 出産祝い 60枚入り 可愛い アイコン","30/60枚セット 使い捨てエプロン ベビー スタイ ビブ お食事エプロン 離乳食 エプロン 子供 子供用 よだれかけ 前掛け 子ども 赤ちゃん 不織布 防水 保育園 幼稚園 出産祝い 男の子 女の子"
4862,baby_food,BRAND,high,"Amazon is 'kalavika' branded long-sleeve smock bib (bear/teddy print). Rakuten shows a generic unbranded product (creationstore777 seller) offering 20 color variants — different brand and product line with no shared identity.",B09SFVG19M,https://www.amazon.co.jp/dp/B09SFVG19M,"https://item.rakuten.co.jp/creationstore777/cre7xsp7h563o/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[kalavika] お食事エプロン 長袖 6ヶ月～54ヶ月 赤ちゃん お食事スタイ 女の子 男の子 ベビー ビブ 防水 軽量 ポケット付き スモック 子供 食事用エプロン 保育園 ベビーギフト 出産祝い","【楽天スーパーSALE】お食事エプロン 長袖 ベビー 離乳食 袖付きエプロン 北欧 女の子 男の子 80 90 100 110サイズ 赤ちゃん お食事スタイ 6ヶ月〜5歳 幼児 食事スモック 子供 食事用エプロン 保育園 幼稚園 入園準備 遊び着 楽天海外通販"
4887,baby_food,TYPE,high,"Amazon is a short/sleeveless bib with ruffled shoulders (kalavika brand, waterproof, no long sleeves). Rakuten is a long-sleeve smock-style food apron. Completely different product type.",B09V4NT55N,https://www.amazon.co.jp/dp/B09V4NT55N,"https://item.rakuten.co.jp/apc-works/aworks149425/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[kalavika] お食事エプロン 離乳食 お食事スタイ 防水 柔らかい ベビー エプロン 北欧 赤ちゃん スタイ 女の子 男の子 ベビービブ ポケット付き 幼児 保育園 入園準備 食事用エプロン 出産祝い","送料無料 お食事エプロン 長袖 ベビー ビブ ポケット付き 6ヶ月〜54ヶ月 赤ちゃん お食事スタイ 袖付きエプロン スモック 幼児 入園準備 離乳食 保育園 食事用エプロン 子供 女の子 男の子 出産祝い"
4888,baby_food,BRAND,high,"Amazon is a single kalavika-branded long-sleeve smock apron (cherry print). Rakuten is an unbranded generic 4-piece set from a different seller with different prints. Different brand identity and bundle count of non-identical items.",B09SFV3597,https://www.amazon.co.jp/dp/B09SFV3597,"https://item.rakuten.co.jp/smilewithme/wicv510103796644/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[kalavika] お食事エプロン 長袖 6ヶ月～54ヶ月 赤ちゃん お食事スタイ 女の子 男の子 ベビー ビブ 防水 軽量 ポケット付き スモック 子供 食事用エプロン 保育園 ベビーギフト 出産祝い","4枚セット お食事エプロン 長袖 ベビー ポケット付き 6ヶ月〜54ヶ月 赤ちゃん 離乳食エプロン お食事スタイ 袖付きエプロン 食事エプロン エプロン ベビーエプロン 食べこぼし防止 防水 保育園 離乳食 入園準備 おしゃれ かわいい 女の子 男の子 出産祝い ベビー用品"
4898,baby_food,BRAND,high,"Amazon is a MINGYI-branded 2-pack with cartoon lion/bear prints. Rakuten is a generic single-unit apron with fruit/botanical print from a different brand. Different brands, different designs, different bundle count.",B08T9T1KTB,https://www.amazon.co.jp/dp/B08T9T1KTB,"https://item.rakuten.co.jp/prisashop/pris2026030915385073810711/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","【 2枚セット 】MINGYI お食事エプロン 食事用エプロン ベビー 長袖 マジック式 子供用 防水 軽量 立体ポケット 6ケ月～3歳【1年安心保障付き】…","一部翌日配送【新学期応援】お食事エプロン 長袖 お食事スタイ 離乳食エプロン よだれかけ スモックロング 北欧風 防水 洗濯可能 保育園 上段ポケット 食べこぼし 1歳 2歳 3歳 ベビー 子供 赤ちゃん 男の子 女の子 かわいい 出産祝い 子供の日 クリスマス プレゼント"
4980,bibs,BRAND,high,"Amazon listing is specifically kalavika-branded (single green-stripe smock bib). Rakuten listing is from 'Shop-kapua', a different seller showing a multi-variant collage of bibs with no kalavika branding. Different brand identity confirmed by images.",B09SFPJF7F,https://www.amazon.co.jp/dp/B09SFPJF7F,"https://item.rakuten.co.jp/shop-kapua/ksn03910226/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[kalavika] お食事エプロン 長袖 6ヶ月～54ヶ月 赤ちゃん お食事スタイ 女の子 男の子 ベビー ビブ 防水 軽量 ポケット付き スモック 子供 食事用エプロン 保育園 ベビーギフト 出産祝い","【送料無料】幼児 スモック 袖付きエプロン お食事スタイ 送料無料 出産祝い 赤ちゃん 6ヶ月〜54ヶ月 ポケット付き ビブ ベビー 長袖"
5003,baby_food,BRAND,high,"Amazon shows kalavika 2-pack with Nordic cherry/cotton-flower printed bibs. Rakuten shows a different brand's 2-pack in plain solid colors (rust, cream, blue, beige) hung on hangers — completely different design and brand. Not the same product.",B0BDLP22X7,https://www.amazon.co.jp/dp/B0BDLP22X7,"https://item.rakuten.co.jp/tenjinbashiselect/ooo03063027/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","[kalavika] お食事エプロン ベビー 長袖 北欧 2枚セット 袖付きエプロン 防水 離乳食 エプロン 赤ちゃん お食事スタイ 女の子 男の子 幼児 スモック 0歳 1歳 2歳 3歳 4歳 5歳 子供 食事用エプロン 保育園 入園準備","北欧調 ベビー 男の子 離乳食 エプロン 赤ちゃん 防 2枚セット 袖付き 食事スタイ 洗える 長袖 スモック 女の子 お食事エプロン"
5573,strollers,BRAND,high,"Amazon shows an ultra-minimal, no-canopy flat-fold compact stroller with no visible brand. Rakuten shows a 'baobaohao'-branded stroller with large extendable canopy, armrest, footrest, and storage basket — a completely different product form factor and brand.",B0DJXWR436,https://www.amazon.co.jp/dp/B0DJXWR436,"https://item.rakuten.co.jp/666shop/asy-2411713-leo/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","ベビーカー おでかけバギー B型 折高炭素鋼 軽量 ハイシート 大型タイヤ 日よけカバー ベビーウォーカー 折りたたみ式 超軽量 スクーター ベビーカー b型 折りたたみ 自立式 コンパクト バギー 丸洗い可 新生児 出産お祝い 日本語説明書付き(ブラック)","コンパクトベビーカー ベビーカー おでかけバギー 4輪 ベビーウォーカー 折りたたみ式 超軽量 ベビーカー b型 折りたたみ 自立式 10か月~36か月 軽量 コンパクト バギー 軽量 コンパクト バギー 新生児 出産お祝い"
5662,carriers,BRAND,high,"Amazon is explicitly GOOSEKET/グスケット branded (visible on the strap in the image). Rakuten image shows a different brand's sling carrier (different label on strap, different color — sage/beige vs gray). Different brands, not the same product.",B0D8PT5PJK,https://www.amazon.co.jp/dp/B0D8PT5PJK,"https://item.rakuten.co.jp/666shop/asy-2407456-yb/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","【グスケット365抱っこ紐】【ママリ口コミ大賞受賞】2WAY セカンド抱っこひも ヒップシート スリング 腰すわり～20kgまで 簡単 コンパクト 滑り止め 男女兼用 赤ちゃん 収納巾着ポーチ付き グスケット GOOSEKET (グレー)","2WAY セカンド抱っこひも ヒップシート スリング 腰すわり〜20kgまで 簡単 抱っこ コンパクト 滑り止め 男女 兼用 赤ちゃん"
5663,carriers,LINE,high,"Amazon lists the standard Bebe Pocket Black; Rakuten explicitly specifies 'プレミアムメッシュ' (premium mesh fabric), a distinct sub-variant. The Amazon title and packaging image show no premium mesh branding, making these different product lines within the Bebe Pocket range.",B07DPDB6L5,https://www.amazon.co.jp/dp/B07DPDB6L5,"https://item.rakuten.co.jp/roborof/4977489026257/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","Bebe Pocket べべポケット ブラック","抱っこ紐 ピープル べべポケット プレミアムメッシュ ブラック Bebe Pocket"
6260,car_seats,LINE,high,"Both are OSJ brand but different model variants. The Amazon listing shows a plain 5-point harness convertible seat with no canopy or support leg. The Rakuten listing explicitly advertises a サポートレッグ (support leg) and キャノピー付き, and the image confirms a canopy and extended support leg. The visual designs are clearly distinct; these are different OSJ models sold under the same brand umbrella.",B0CS6CF629,https://www.amazon.co.jp/dp/B0CS6CF629,"https://item.rakuten.co.jp/mstrend/df-281464/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","OSJ チャイルドシート 新生児 ISOFIX 0歳~12歳頃 360度回転式 40~150cm ジュニアシート 長く使える 取付簡単 自動車 カー用品 ベビーシート リクライニング 調節可能 洗える ブラック (13段階調節)","【最大5年間保証】OSJ 新安全基準R129適合 チャイルドシート 新生児 ISOFIX 0歳～12歳頃 360度回転式 サンシェード 40～150cm ジュニアシート 長く使える 洗える 取付簡単 キッズシート ベビーシート 帰省 出産祝い 赤ちゃん 孫"
6748,toothbrush,BUNDLE_CONTENTS,high,"Amazon is specifically the 12M (犬キャラクター) stage in a 20-pack. The Rakuten image and description show both 12S and 12M stages mixed (S=ふつう, M=かため), making it a mixed-stage assortment rather than a single-stage 20-pack.",B003230O5I,https://www.amazon.co.jp/dp/B003230O5I,"https://item.rakuten.co.jp/iiha/20001680/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","ライオン DENT.EX コドモ歯ブラシ 20本入 12M(混合歯列後前期・5～9歳)(イヌ)","LION ライオン こども 子供用歯ブラシ DENT.EX kodomo コドモ 12 小学生低学年向け【20本】はみがき ハブラシ 歯みがき習慣 キャラクター付"
6761,toothpaste,FLAVOR_SCENT,high,"Amazon is specifically SODATECO ソフトミント 1450ppm. The Rakuten listing's primary description covers いちご/ぶどう flavors at 950ppm fluoride; even the ソフトミント variant in the Rakuten image is a secondary option in a multi-flavor listing where the rdesc focuses on 950ppm formulas. The fluoride concentration also differs between the strawberry/grape vs soft-mint variants, indicating a real formulation difference.",B0FKHBYR6L,https://www.amazon.co.jp/dp/B0FKHBYR6L,"https://item.rakuten.co.jp/enetwakuwaku/7350625/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","SODATECO（ソダテコ）こども歯磨き粉 辛くない ソフトミント フッ素配合1450ppm（子供 ハミガキ 小学生・中学生向け 虫歯予防 医薬部外品 サンスター）70g","ソダテコこどもハミガキ 70g 25306 25313 25305ソダテコ 歯磨き 歯みがき粉 オーラルケア サンスター イチゴ味 ブドウ味 ソフトミント味 SODATECO いちご ぶどう ソフトミント"
6803,toothpaste,FLAVOR_SCENT,high,"Amazon is an Amazon-exclusive bundle of クリニカ Kid's グレープ (purple packaging) ×4 + Y-字フロス. Rakuten shows a blue-packaged クリニカ Kid's single tube (ソーダ flavor), sold as 5-pack. Beyond the count difference, the flavors/variants differ: grape (Amazon) vs soda (Rakuten).",B0D4LQWQXG,https://www.amazon.co.jp/dp/B0D4LQWQXG,"https://item.rakuten.co.jp/bloomgreen/8013884/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","【Amazon.co.jp限定】クリニカKid's [医薬部外品] ジェルハミガキ グレープ香味 60g×4個+フロス付き 子供用歯磨き粉 フッ素 ムシ歯 仕上げみがき","【5個セット】 クリニカ キッズ ジェルハミガキ 60g×5個セット 【正規品】"
6847,toothpaste,LINE,high,"Both are Combi teteo はじめて歯みがき 仕上げブラシ but different variants. Amazon is the やわらかめ single brush for 6ヶ月~ (歯の本数1本~), while Rakuten is the しっかり毛先 2-pack for 1才半~ (奥歯がはえたら). Different bristle type, different age stage, and different pack count within the same line.",B01I8W96SI,https://www.amazon.co.jp/dp/B01I8W96SI,"https://item.rakuten.co.jp/bazar-progre/8169525/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","コンビ Combi テテオ teteo はじめて歯みがき 仕上げみがき用 (歯の本数の目安:1本~) 15度ななめネック","【30個セット】 コンビ テテオ はじめて歯みがき 仕上げみがき用 しっかり毛先 2本入（オレンジ・ピンク各1本）×30個セット【正規品】【k】【mor】【ご注文後発送までに1週間前後頂戴する場合がございます】【t-9】"
6921,toothbrush,TYPE,high,"Amazon is POPOTAN 優 — a general-use adult/teen 360-degree toothbrush with a spiral handle, no safety plate. Rakuten is POPOTAN ベビープラス — an infant-specific 360-degree toothbrush (乳児〜3歳頃) with a safety plate attachment. These are clearly different products within the POPOTAN line targeting completely different age groups with different designs.",B0BSDG499X,https://www.amazon.co.jp/dp/B0BSDG499X,"https://item.rakuten.co.jp/webdrug/4571196892589/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","360度毛歯ブラシ POPOTAN(ぽぽたん) 優(カラーいずれか1本)(やわらかめ)","【合算3300円以上で注文可能】【POPOTAN】ぽぽたん 360度毛歯ブラシ ベビープラス やわらかめ 1本 ※色の選択不可"
6944,toothbrush,LINE,high,"Both are Ebisu Hello Kitty 6才以上 toothbrushes, but the artwork/design collection is clearly different. Amazon shows a 3-pack with a newer apple/food-theme Kitty design (2021 Sanrio); Rakuten shows single brushes with a different older classic Kitty design. These are distinct SKUs from different design series, not the same product.",B001V7YPKM,https://www.amazon.co.jp/dp/B001V7YPKM,"https://item.rakuten.co.jp/at-life/4901221033012-360/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","エビス ハローキティ子供ハブラシ6才以上","【360個で送料込】エビスハブラシ ハローキティ 6才以上 ( こども用歯ブラシ ) ×360点セット ( 4901221033012 )"
7005,toothbrush,SIZE,high,"Both are Ebisu Detective Conan toothbrushes but different age/size variants: Amazon is 3-6才, Rakuten is 2-6才. The Amazon image label shows '3-6才' and the Rakuten image shows '2～6才' — these are distinct SKUs for different developmental stages.",B01IHGUNGY,https://www.amazon.co.jp/dp/B01IHGUNGY,"https://item.rakuten.co.jp/at-zakka/4901221860106-9mail/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","エビス 名探偵コナン ハブラシ 3~6才 6本組 (色おまかせ)","【×9個 配送おまかせ】エビス 名探偵コナン ハブラシ 2-6才 ※画像はイメージです 色・柄は選べません"
7006,toothpaste,SPF_STAGE,high,"Both are Pigeon おやすみ前のフッ素コート 500ppm foam strawberry 40ml, but the Amazon image clearly shows '12カ月頃から' (歯の本数めやす 9~11本, Step1-2) while the Rakuten listing specifies '1才6ヵ月頃から' — a different age/stage variant of the same product line.",B0CDC45BQL,https://www.amazon.co.jp/dp/B0CDC45BQL,"https://item.rakuten.co.jp/yoikenkou/4902508270533-20/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","PIGEON ピジョン おやすみ前のフッ素コート500ppm いちご味","【送料込・まとめ買い×20個セット】ピジョン おやすみ前のフッ素コート いちご味 1才6ヵ月頃から 泡タイプ 40ml"
7062,toothbrush,TYPE,high,"Amazon is the Pigeon 乳歯ブラシ レッスン段階3 full toothbrush set (2 brushes + safety plate, 12か月+). The Rakuten listing's description explicitly states it is the safety plate accessory only ('安全プレートのみの商品でブラシは付属しません') — a completely different product type (accessory vs toothbrush set).",B0G8TBY4FM,https://www.amazon.co.jp/dp/B0G8TBY4FM,"https://item.rakuten.co.jp/nicobase/nico-pa-00843/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","ピ ジ ョ ン 乳歯ブラシ レッスン段階3 12か月頃から グリーン 2本入 乳歯ケア 歯磨き 赤ちゃん お手入れ グッズ 安全性 使いやすい オリジナルロゴ入りパッケージH","【注文合計3380円以上で注文可能】ピジョン 乳歯ブラシ レッスン段階 3 2本お一人様5点まで"
7070,toothbrush,FLAVOR_SCENT,high,"Both are Skater TB5SE 8-pack 3-5才 toothbrushes with the same specs, but Amazon features Pokemon 2025 characters and Rakuten features I'm Doraemon characters. Despite sharing model number TB5SE, these are different licensed-character SKUs sold as distinct products.",B0DSJ16545,https://www.amazon.co.jp/dp/B0DSJ16545,"https://item.rakuten.co.jp/yourmystar/er-4973307558337/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","スケーター(Skater) 子供用 歯ブラシ 園児用 3-5才 やわらかめ 8本入 14cm ポケモン 2025 TB5SE","スケーター 園児用 歯ブラシ 8本セット 3~5才 アイムドラえもん TB5SE 子供 キッズ オーラル ケア ブラシ 歯磨き"
7117,toothbrush,TYPE,high,"Both are KISS YOU ionic replacement brush heads (2本), but the Amazon item is the adult 極細レギュラー line while the Rakuten item is the こども用 children's line. The images confirm this: Amazon packaging is labeled 極細毛レギュラー (adult); Rakuten packaging clearly says こども用. These are different product lines with incompatible replacement heads targeting different users.",B000FQRVGA,https://www.amazon.co.jp/dp/B000FQRVGA,"https://item.rakuten.co.jp/aims-sakura/gr-e999z2cs4b/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","KISS YOU(キスユー) イオン歯ブラシ 極細レギュラー ふつう 替えブラシ (2本) ※色はお選びいただけません。","KISS YOU(キスユー) イオン歯ブラシ 子供用替えブラシ ふつう 2本入り"
7155,toothbrush,TYPE,high,"Both are Ebisu antibacterial toothbrush caps (3個入), but Amazon image shows standard-size caps (labeled 大人用 / general use, EBiSU travel line) while Rakuten image and title explicitly state 幅広ヘッド用 (wide-head). Standard caps and wide-head caps are physically different and not interchangeable, making these distinct product variants.",B0012R9XH6,https://www.amazon.co.jp/dp/B0012R9XH6,"https://item.rakuten.co.jp/bazar-progre/10316369/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049","エビス ハブラシキャップ抗菌・大人用(3コ入)","エビス ハブラシキャップ抗菌 幅広ヘッド用 3個入 【正規品】"
